serial,metro,ownershp,taxincl,rent,hhincome,sex,age,birthqtr,marst,hispan,racamind,racasian,racblk,racwht,empstat,labforce,ftotinc,incwelfr,uhrswork,weight1
312626,4,1,2,0,16600,2,27,1,6,0,1,2,1,1,1,2,12550,0,4,0.5
312626,4,1,2,0,16600,2,24,3,6,0,1,2,1,1,1,2,550,0,4,0.5
312628,4,2,0,270,15000,2,69,3,4,0,1,1,2,1,1,2,15000,0,17,0.5
312629,2,1,0,0,45900,2,70,4,1,0,1,1,1,2,3,1,45900,0,0,0.5
312629,2,1,0,0,45900,1,74,1,1,0,1,1,1,2,3,1,45900,0,0,0.5
312630,0,1,0,0,20000,1,81,2,2,0,1,1,1,2,3,1,20000,0,0,0.5
312631,3,2,0,700,45000,2,44,2,4,0,1,1,1,2,1,2,45000,0,40,0.5
312631,3,2,0,700,45000,1,2,2,6,0,1,1,1,2,0,0,45000,99999,0,0.5
312634,2,2,0,180,18640,1,92,1,5,0,1,1,2,1,3,1,18640,0,0,0.5
312634,2,2,0,180,18640,1,64,2,6,0,1,1,2,1,3,1,18640,0,0,0.5
312635,0,1,1,0,72500,2,49,4,4,0,1,1,1,2,1,2,35000,0,50,0.5
312635,0,1,1,0,72500,1,40,4,5,0,1,1,1,2,1,2,35000,0,50,0.5
312635,0,1,1,0,72500,1,11,3,6,0,1,1,1,2,0,0,35000,99999,0,0.5
312636,0,1,1,0,66000,2,56,1,1,0,1,1,1,2,1,2,66000,0,10,0.5
312636,0,1,1,0,66000,1,58,2,1,0,1,1,1,2,1,2,66000,0,50,0.5
312639,0,1,0,0,42740,1,78,3,1,0,1,1,1,2,3,1,42740,0,0,0.5
312639,0,1,0,0,42740,2,77,1,1,0,1,1,1,2,3,1,42740,0,0,0.5
312640,0,1,0,0,2400,2,29,3,4,0,1,1,1,2,1,2,2400,0,20,0.5
312640,0,1,0,0,2400,1,11,4,6,0,1,1,1,2,0,0,2400,99999,0,0.5
312640,0,1,0,0,2400,2,7,2,6,0,1,1,1,2,0,0,2400,99999,0,0.5
312642,3,1,2,0,54600,1,63,3,1,0,1,1,2,1,1,2,54600,0,60,0.5
312642,3,1,2,0,54600,2,60,3,1,0,1,1,2,1,3,1,54600,0,0,0.5
312642,3,1,2,0,54600,2,22,4,6,0,1,1,2,1,2,2,54600,0,0,0.5
312642,3,1,2,0,54600,2,16,4,6,0,1,1,2,1,3,1,54600,0,0,0.5
312646,3,1,1,0,39600,2,51,2,1,0,1,1,1,2,3,1,39600,0,0,0.5
312646,3,1,1,0,39600,1,43,4,1,4,1,1,1,1,1,2,39600,0,45,0.5
312646,3,1,1,0,39600,2,23,2,6,4,1,1,1,2,3,1,39600,0,0,0.5
312646,3,1,1,0,39600,2,20,4,6,4,1,1,1,2,3,1,39600,0,0,0.5
312646,3,1,1,0,39600,1,74,1,4,0,1,1,1,2,3,1,39600,0,0,0.5
312647,2,2,0,1800,62400,2,67,4,4,0,1,1,2,1,1,2,62400,0,40,0.5
312647,2,2,0,1800,62400,1,33,3,6,0,1,1,2,1,3,1,62400,0,0,0.5
312648,0,1,2,0,40000,2,24,3,6,0,1,1,1,2,1,2,40000,0,40,0.5
312651,0,1,2,0,65000,1,48,4,1,0,1,1,1,2,2,2,65000,0,50,0.5
312651,0,1,2,0,65000,2,41,4,1,0,1,1,1,2,1,2,65000,0,25,0.5
312652,3,1,2,0,60000,2,44,2,4,0,1,2,1,1,1,2,60000,0,50,0.5
312652,3,1,2,0,60000,1,13,3,6,0,1,2,1,1,0,0,60000,99999,0,0.5
312652,3,1,2,0,60000,1,11,1,6,0,1,2,1,1,0,0,60000,99999,0,0.5
312653,3,1,2,0,15880,1,81,2,1,0,1,1,1,2,3,1,15880,0,0,0.5
312653,3,1,2,0,15880,2,73,1,1,0,1,1,1,2,3,1,15880,0,0,0.5
312654,0,1,0,0,13400,2,54,3,4,0,1,1,1,2,1,2,13400,0,40,0.5
312655,2,2,0,680,50400,1,61,2,6,0,1,1,2,1,1,2,42000,0,50,0.5
312655,2,2,0,680,50400,2,58,1,6,0,1,1,2,1,3,1,42000,0,0,0.5
312655,2,2,0,680,50400,1,35,2,6,0,1,1,2,1,3,1,42000,0,0,0.5
312656,3,1,0,0,53570,1,67,1,5,0,1,1,1,2,1,2,53570,0,40,0.5
312657,0,2,0,430,71300,1,28,1,6,0,1,1,1,2,1,2,31300,0,48,0.5
312657,0,2,0,430,71300,2,43,4,5,0,1,1,1,2,2,2,31300,0,40,0.5
312658,3,1,2,0,130000,1,29,1,6,0,1,1,1,2,1,2,75000,0,55,0.5
312658,3,1,2,0,130000,2,28,3,6,0,1,1,1,2,1,2,75000,0,55,0.5
312659,4,1,2,0,55000,2,38,4,1,0,1,2,1,1,2,2,55000,0,40,0.5
312659,4,1,2,0,55000,1,43,2,1,0,1,2,1,1,1,2,55000,0,40,0.5
312659,4,1,2,0,55000,1,11,4,6,0,1,2,1,1,0,0,55000,99999,0,0.5
312659,4,1,2,0,55000,2,8,4,6,0,1,2,1,1,0,0,55000,99999,0,0.5
312659,4,1,2,0,55000,2,7,3,6,0,1,2,1,1,0,0,55000,99999,0,0.5
312659,4,1,2,0,55000,1,78,1,5,0,1,2,1,1,3,1,55000,0,0,0.5
312661,3,1,2,0,46000,2,62,2,4,0,1,1,1,2,1,2,46000,0,36,0.5
312662,4,1,1,0,19020,2,92,2,5,0,1,1,2,1,3,1,19020,0,0,0.5
312662,4,1,1,0,19020,1,62,2,5,0,1,1,2,1,3,1,19020,20,0,0.5
312663,3,2,0,1300,65000,1,58,4,5,0,1,1,1,2,1,2,65000,0,40,0.5
312663,3,2,0,1300,65000,2,15,3,6,0,1,1,1,2,0,0,65000,0,0,0.5
312665,4,1,0,0,25500,1,79,2,5,0,1,1,1,2,3,1,25500,0,0,0.5
312666,4,2,0,190,9700,2,76,1,4,0,1,1,2,1,3,1,9700,0,0,0.5
312669,3,2,0,750,53000,1,26,2,6,0,1,1,1,2,1,2,53000,0,80,0.5
312670,0,2,0,300,14000,2,52,4,6,0,1,1,2,1,3,1,14000,0,0,0.5
312671,0,1,0,0,65000,1,25,3,6,0,1,1,1,2,1,2,65000,0,45,0.5
312671,0,1,0,0,65000,2,14,3,6,0,1,1,1,2,0,0,65000,99999,0,0.5
312672,0,1,0,0,11000,2,58,2,4,0,1,1,1,2,1,2,11000,0,35,0.5
312674,3,2,0,500,8100,2,71,3,5,0,1,1,1,2,3,1,8100,0,0,0.5
312675,2,2,0,1000,11200,1,62,3,2,0,1,1,2,1,3,1,2000,0,0,0.5
312675,2,2,0,1000,11200,1,62,1,6,0,1,1,2,1,1,2,9200,0,6,0.5
312676,1,1,0,0,46000,2,47,4,6,0,1,1,2,1,1,2,22000,0,60,0.5
312676,1,1,0,0,46000,2,27,1,6,0,1,1,2,1,1,2,22000,0,32,0.5
312676,1,1,0,0,46000,1,29,2,6,0,1,1,2,1,1,2,24000,0,80,0.5
312679,4,1,0,0,11800,2,87,4,5,0,1,1,2,1,3,1,11800,0,0,0.5
312680,0,1,2,0,65000,1,27,4,1,0,1,1,1,2,1,2,65000,0,40,0.5
312680,0,1,2,0,65000,2,28,3,1,0,1,1,1,2,2,2,65000,0,40,0.5
312680,0,1,2,0,65000,1,7,2,6,0,1,1,1,2,0,0,65000,99999,0,0.5
312683,4,2,0,700,23000,2,26,2,6,0,1,1,2,1,1,2,23000,0,36,0.5
312683,4,2,0,700,23000,1,28,1,6,0,1,1,2,1,2,2,23000,0,0,0.5
312683,4,2,0,700,23000,2,51,2,4,0,1,1,2,1,3,1,23000,0,0,0.5
312684,4,2,0,580,51900,2,58,3,6,0,1,1,2,1,3,1,51900,0,0,0.5
312684,4,2,0,580,51900,1,37,4,6,0,1,1,2,1,1,2,51900,0,40,0.5
312684,4,2,0,580,51900,1,19,3,6,0,1,1,2,1,1,2,51900,0,30,0.5
312685,3,2,0,950,40600,2,65,4,4,0,1,1,1,2,1,2,40600,0,25,0.5
312687,3,1,0,0,71200,2,75,2,6,0,1,1,2,1,1,2,71200,0,40,0.5
312687,3,1,0,0,71200,1,48,3,6,0,1,1,2,1,1,2,71200,0,60,0.5
312689,0,1,2,0,33000,1,59,4,6,0,1,1,1,2,1,2,33000,0,42,0.5
312691,2,2,0,3600,90000,2,25,4,6,0,1,1,1,2,1,2,20000,0,20,0.5
312691,2,2,0,3600,90000,2,25,4,6,0,1,1,1,2,1,2,30000,0,40,0.5
312691,2,2,0,3600,90000,1,24,1,6,0,1,1,1,2,1,2,40000,0,38,0.5
312692,4,1,1,0,28500,2,72,2,5,0,1,1,2,1,3,1,28500,0,0,0.5
312693,3,1,0,0,25500,2,75,1,5,0,1,1,1,2,3,1,25500,0,0,0.5
312694,4,1,2,0,67100,1,51,2,1,0,1,1,1,2,3,1,67100,0,0,0.5
312694,4,1,2,0,67100,2,40,4,1,0,1,1,1,2,1,2,67100,0,36,0.5
312694,4,1,2,0,67100,2,14,2,6,0,1,1,1,2,0,0,67100,99999,0,0.5
312694,4,1,2,0,67100,1,15,3,6,0,1,1,1,2,0,0,67100,0,0,0.5
312695,1,1,1,0,23000,2,92,4,5,0,1,1,1,2,3,1,23000,0,0,0.5
312696,4,1,2,0,22000,2,76,4,5,0,1,1,1,2,3,1,22000,0,0,0.5
312699,0,1,2,0,56500,1,77,2,1,0,1,1,1,2,1,2,56500,0,55,0.5
312699,0,1,2,0,56500,2,73,4,1,0,1,1,1,2,3,1,56500,0,0,0.5
312700,3,2,0,1100,65000,2,44,2,4,0,1,1,1,2,1,2,65000,0,40,0.5
312700,3,2,0,1100,65000,2,22,2,6,0,1,1,1,2,1,2,65000,0,40,0.5
312701,0,1,0,0,12000,2,76,1,5,0,1,1,1,2,3,1,12000,0,0,0.5
312701,0,1,0,0,12000,1,28,4,6,0,1,1,1,2,1,2,12000,0,40,0.5
312702,0,2,0,0,24800,2,71,3,1,0,1,1,1,2,3,1,24800,0,0,0.5
312702,0,2,0,0,24800,1,77,3,1,0,1,1,1,2,3,1,24800,0,0,0.5
312703,0,1,2,0,25700,2,79,2,1,0,1,1,1,2,3,1,25700,0,0,0.5
312703,0,1,2,0,25700,1,70,3,1,0,1,1,1,2,3,1,25700,0,0,0.5
312704,0,1,0,0,6900,2,92,1,5,0,1,1,1,2,3,1,6900,0,0,0.5
312706,0,1,0,0,14500,2,83,4,5,0,1,1,1,2,3,1,14500,0,0,0.5
312711,4,1,0,0,24700,2,76,3,6,0,1,1,1,2,3,1,24700,0,0,0.5
312712,3,1,0,0,33000,2,74,2,5,0,1,1,2,1,3,1,33000,0,0,0.5
312712,3,1,0,0,33000,2,52,4,6,0,1,1,2,1,1,2,33000,0,25,0.5
312712,3,1,0,0,33000,2,20,3,6,0,1,1,2,1,1,2,33000,0,20,0.5
312713,0,1,0,0,32600,1,86,4,5,0,1,1,1,2,3,1,32600,0,0,0.5
312714,3,1,0,0,18800,1,73,4,1,0,1,1,1,2,3,1,18800,0,0,0.5
312714,3,1,0,0,18800,2,73,4,1,0,1,1,1,2,3,1,18800,0,0,0.5
312715,0,2,0,840,57500,1,29,3,1,0,1,1,2,1,1,2,57500,0,60,0.5
312715,0,2,0,840,57500,2,29,1,1,0,1,1,2,1,1,2,57500,0,70,0.5
312715,0,2,0,840,57500,1,0,4,6,0,1,1,2,1,0,0,57500,99999,0,0.5
312716,2,1,2,0,72000,2,58,2,6,0,1,1,2,1,1,2,72000,0,40,0.5
312719,4,1,1,0,81400,2,57,3,4,0,1,1,1,2,1,2,32000,0,32,0.5
312719,4,1,1,0,81400,1,61,4,5,0,1,1,1,2,2,2,32000,0,20,0.5
312719,4,1,1,0,81400,1,15,3,6,0,1,1,1,2,0,0,32000,0,0,0.5
312720,4,2,0,0,71800,1,49,4,1,0,1,1,1,2,1,2,71800,0,40,0.5
312720,4,2,0,0,71800,2,50,3,1,0,1,1,1,2,3,1,71800,0,0,0.5
312720,4,2,0,0,71800,1,28,4,6,0,1,1,1,2,1,2,71800,0,50,0.5
312721,1,1,2,0,73400,2,85,1,4,0,1,1,1,2,3,1,73400,0,0,0.5
312724,3,1,2,0,40000,2,39,2,6,0,1,1,1,2,1,2,40000,0,50,0.5
312724,3,1,2,0,40000,1,10,1,6,2,1,1,1,2,0,0,40000,99999,0,0.5
312725,0,1,0,0,40000,2,30,4,6,0,1,1,2,1,1,2,40000,0,40,0.5
312725,0,1,0,0,40000,2,6,1,6,0,1,1,2,1,0,0,40000,99999,0,0.5
312725,0,1,0,0,40000,2,2,1,6,0,1,1,2,1,0,0,40000,99999,0,0.5
312727,0,2,0,280,11900,1,72,2,4,0,1,1,1,2,3,1,11900,0,0,0.5
312728,0,2,0,0,13870,2,59,4,4,0,1,1,1,2,3,1,13600,5300,0,0.5
312728,0,2,0,0,13870,2,35,3,6,0,1,1,1,2,1,2,13600,0,25,0.5
312728,0,2,0,0,13870,1,15,3,6,0,1,1,1,2,0,0,13600,0,0,0.5
312728,0,2,0,0,13870,1,11,3,6,0,1,1,1,2,0,0,13600,99999,0,0.5
312728,0,2,0,0,13870,2,48,1,4,0,1,1,1,2,1,2,270,0,30,0.5
312728,0,2,0,0,13870,1,21,2,6,0,1,1,1,2,3,1,270,0,0,0.5
312729,1,2,0,100,44290,2,42,3,4,0,1,1,2,1,1,2,44290,0,40,0.5
312729,1,2,0,100,44290,2,19,3,6,0,1,1,2,1,2,2,44290,0,40,0.5
312730,0,1,0,0,38100,1,65,3,1,0,1,1,1,2,3,1,38100,0,0,0.5
312730,0,1,0,0,38100,2,69,4,1,0,1,1,1,2,3,1,38100,0,0,0.5
312732,3,1,0,0,31100,1,71,1,1,0,1,1,1,2,3,1,31100,0,0,0.5
312732,3,1,0,0,31100,2,72,1,1,0,1,1,1,2,3,1,31100,0,0,0.5
312733,2,1,0,0,35000,2,35,1,4,0,1,1,2,1,1,2,35000,0,54,0.5
312734,4,1,0,0,34000,2,58,3,4,0,1,1,2,1,1,2,34000,0,35,0.5
312735,3,1,0,0,30000,2,26,2,1,1,1,1,1,1,3,1,30000,0,0,0.5
312735,3,1,0,0,30000,1,31,1,1,1,1,1,1,1,1,2,30000,0,40,0.5
312735,3,1,0,0,30000,1,2,2,6,1,1,1,1,2,0,0,30000,99999,0,0.5
312736,3,2,0,390,27500,2,61,2,5,0,1,1,2,1,1,2,27500,800,50,0.5
312736,3,2,0,390,27500,2,14,2,6,0,1,1,2,1,0,0,27500,99999,0,0.5
312739,3,1,2,0,35000,2,34,1,6,2,1,1,1,2,1,2,35000,0,40,0.5
312739,3,1,2,0,35000,1,14,4,6,2,1,1,2,1,0,0,35000,99999,0,0.5
312739,3,1,2,0,35000,2,4,3,6,2,1,1,2,1,0,0,35000,99999,0,0.5
312740,3,2,0,1000,63000,2,44,4,1,0,1,1,1,2,1,2,63000,0,40,0.5
312740,3,2,0,1000,63000,1,45,4,1,0,1,1,1,2,1,2,63000,0,40,0.5
312740,3,2,0,1000,63000,2,22,3,6,0,1,1,1,2,1,2,63000,0,25,0.5
312740,3,2,0,1000,63000,2,20,1,6,0,1,1,1,2,1,2,63000,0,20,0.5
312744,4,1,0,0,16000,1,65,3,5,0,1,1,1,2,3,1,16000,0,0,0.5
312745,4,1,2,0,50500,2,61,2,1,0,1,1,1,2,1,2,50500,0,40,0.5
312745,4,1,2,0,50500,1,68,1,1,0,1,1,1,2,3,1,50500,0,0,0.5
312747,0,1,1,0,63000,2,77,1,5,0,1,1,1,2,3,1,63000,0,30,0.5
312748,0,1,0,0,12990,2,74,4,5,0,1,1,1,2,3,1,12990,190,0,0.5
312751,0,1,2,0,21000,1,52,4,6,0,1,1,2,1,1,2,21000,0,40,0.5
312753,4,1,2,0,63530,1,63,4,1,0,1,1,2,1,3,1,63530,0,40,0.5
312753,4,1,2,0,63530,2,63,2,1,0,1,1,2,1,3,1,63530,0,0,0.5
312753,4,1,2,0,63530,1,40,1,6,0,1,1,2,1,1,2,63530,0,40,0.5
312754,4,1,0,0,36500,1,80,3,1,0,1,1,1,2,3,1,36500,0,0,0.5
312754,4,1,0,0,36500,2,70,2,1,0,1,1,1,2,3,1,36500,0,0,0.5
312755,3,1,2,0,42000,2,43,1,4,1,1,1,1,2,1,2,42000,0,40,0.5
312755,3,1,2,0,42000,2,22,2,6,1,1,1,1,2,3,1,42000,0,0,0.5
312755,3,1,2,0,42000,2,11,2,6,1,1,1,1,2,0,0,42000,99999,0,0.5
312755,3,1,2,0,42000,2,27,3,6,1,1,1,1,2,1,2,42000,0,40,0.5
312757,3,2,0,990,3400,1,34,3,6,0,1,2,1,1,2,2,3400,0,28,0.5
312758,3,2,0,1100,24000,1,44,4,1,1,1,1,1,2,1,2,24000,0,40,0.5
312758,3,2,0,1100,24000,2,45,2,1,1,1,1,1,2,3,1,24000,0,0,0.5
312758,3,2,0,1100,24000,1,20,2,6,1,1,1,1,2,3,1,24000,0,0,0.5
312758,3,2,0,1100,24000,1,19,3,6,1,1,1,1,2,3,1,24000,0,0,0.5
312758,3,2,0,1100,24000,1,13,2,6,1,1,1,1,2,0,0,24000,99999,0,0.5
312758,3,2,0,1100,24000,1,9,4,6,1,1,1,1,2,0,0,24000,99999,0,0.5
312759,2,2,0,1200,65300,1,39,1,1,0,1,1,1,2,1,2,65300,0,60,0.5
312759,2,2,0,1200,65300,2,35,1,1,0,1,1,1,2,2,2,65300,0,25,0.5
312759,2,2,0,1200,65300,1,2,3,6,0,1,1,1,2,0,0,65300,99999,0,0.5
312760,0,1,2,0,35000,2,45,1,4,0,1,1,1,2,1,2,35000,0,38,0.5
312761,0,2,0,190,10000,2,53,3,6,0,1,1,1,2,3,1,10000,0,0,0.5
312762,3,1,0,0,73000,1,23,1,6,0,1,1,1,2,1,2,73000,0,40,0.5
312763,3,1,2,0,142000,1,39,4,6,0,1,1,1,2,1,2,70000,0,40,0.5
312763,3,1,2,0,142000,1,37,4,6,0,1,1,1,2,1,2,70000,0,40,0.5
312765,0,1,2,0,80000,1,36,4,6,0,1,1,1,2,1,2,60000,0,40,0.5
312765,0,1,2,0,80000,2,34,1,6,0,1,1,1,2,3,1,60000,0,0,0.5
312765,0,1,2,0,80000,2,30,1,6,0,1,1,1,2,1,2,20000,0,30,0.5
312769,1,2,0,510,9800,2,70,1,5,0,1,1,2,1,3,1,9800,0,0,0.5
312770,4,1,0,0,3200,1,71,3,5,0,1,1,1,2,3,1,3200,0,0,0.5
312772,0,1,0,0,60900,1,71,4,1,0,1,1,1,2,1,2,60900,0,30,0.5
312772,0,1,0,0,60900,2,70,2,1,1,1,1,1,2,3,1,60900,0,0,0.5
312777,3,1,0,0,27400,2,72,2,1,0,1,1,1,2,3,1,27400,0,0,0.5
312777,3,1,0,0,27400,1,76,1,1,0,1,1,1,2,3,1,27400,0,0,0.5
312781,0,1,0,0,63300,1,74,3,1,0,1,1,1,2,3,1,63300,0,0,0.5
312781,0,1,0,0,63300,2,75,1,1,0,1,1,1,2,3,1,63300,0,0,0.5
312781,0,1,0,0,63300,1,55,4,4,0,1,1,1,2,1,2,63300,0,60,0.5
312782,0,1,2,0,61000,2,64,3,1,0,1,1,1,2,3,1,61000,0,0,0.5
312782,0,1,2,0,61000,1,57,4,1,0,2,1,1,2,1,2,61000,0,40,0.5
312787,3,1,0,0,74400,1,72,3,1,0,1,1,2,1,3,1,74400,0,0,0.5
312787,3,1,0,0,74400,2,60,2,1,0,1,1,2,1,1,2,74400,0,40,0.5
312788,2,2,0,1300,2500,2,43,3,6,0,1,1,2,1,3,1,2500,0,0,0.5
312789,0,1,0,0,49000,2,84,4,5,0,1,1,1,2,3,1,49000,0,0,0.5
312791,3,2,0,1000,71600,1,84,4,1,0,1,1,1,2,3,1,71600,0,40,0.5
312791,3,2,0,1000,71600,2,84,1,1,0,1,1,1,2,3,1,71600,0,0,0.5
312792,0,1,0,0,52000,2,54,2,6,0,1,1,1,2,1,2,52000,0,40,0.5
312793,0,1,0,0,9000,2,85,3,5,0,1,1,2,1,3,1,9000,0,0,0.5
312794,0,2,0,550,25700,2,45,3,4,0,1,1,1,2,1,2,25700,0,40,0.5
312795,0,2,0,480,40000,2,49,3,5,0,1,1,2,1,3,1,40000,0,0,0.5
312795,0,2,0,480,40000,1,28,2,6,0,1,1,2,1,2,2,40000,0,40,0.5
312795,0,2,0,480,40000,1,26,1,6,0,1,1,2,1,3,1,40000,0,0,0.5
312796,3,1,0,0,52900,2,69,4,1,0,1,1,1,2,3,1,52900,0,0,0.5
312796,3,1,0,0,52900,1,72,3,1,0,1,1,1,2,3,1,52900,0,0,0.5
312797,4,1,2,0,63900,1,67,3,1,0,1,1,1,2,3,1,63900,0,0,0.5
312797,4,1,2,0,63900,2,66,4,1,0,1,1,1,2,3,1,63900,0,0,0.5
312798,0,1,2,0,26400,2,78,1,5,0,1,1,1,2,3,1,26400,0,0,0.5
312799,4,1,0,0,41900,1,85,2,1,0,1,1,1,2,3,1,41900,0,0,0.5
312799,4,1,0,0,41900,2,82,2,1,0,1,1,1,2,3,1,41900,0,0,0.5
312801,0,1,1,0,60000,2,31,3,1,0,1,1,1,2,1,2,60000,0,40,0.5
312801,0,1,1,0,60000,1,33,4,1,0,1,1,1,2,1,2,60000,0,3,0.5
312801,0,1,1,0,60000,1,10,2,6,0,1,1,1,2,0,0,60000,99999,0,0.5
312801,0,1,1,0,60000,1,5,1,6,0,1,1,1,2,0,0,60000,99999,0,0.5
312801,0,1,1,0,60000,1,3,4,6,0,1,1,1,2,0,0,60000,99999,0,0.5
312802,0,1,2,0,8000,2,74,1,4,0,1,1,1,2,3,1,8000,0,0,0.5
312804,3,1,2,0,50000,2,61,2,6,0,1,1,2,1,1,2,50000,0,60,0.5
312809,0,1,0,0,37000,2,56,1,6,0,1,1,2,1,3,1,37000,0,0,0.5
312809,0,1,0,0,37000,2,77,1,4,0,1,1,2,1,3,1,37000,0,0,0.5
312811,3,2,0,1100,40000,2,42,4,6,0,1,1,2,1,1,2,40000,0,40,0.5
312815,3,2,0,1400,41000,2,32,4,1,0,2,1,1,2,1,2,41000,0,25,0.5
312815,3,2,0,1400,41000,1,36,3,1,0,2,1,1,1,3,1,41000,0,40,0.5
312815,3,2,0,1400,41000,2,14,3,6,0,2,1,1,2,0,0,41000,99999,0,0.5
312815,3,2,0,1400,41000,1,11,1,6,0,2,1,1,2,0,0,41000,99999,0,0.5
312815,3,2,0,1400,41000,1,8,4,6,0,2,1,1,2,0,0,41000,99999,0,0.5
312815,3,2,0,1400,41000,2,0,2,6,0,2,1,1,2,0,0,41000,99999,0,0.5
312816,3,1,2,0,42000,2,66,4,4,0,1,1,1,2,3,1,42000,0,0,0.5
312816,3,1,2,0,42000,1,82,2,5,0,1,1,1,2,3,1,0,0,0,0.5
312817,3,1,0,0,35600,2,83,1,5,0,1,1,1,2,3,1,35600,0,0,0.5
312820,3,1,2,0,64000,1,34,3,1,0,1,1,1,2,1,2,64000,0,50,0.5
312820,3,1,2,0,64000,2,30,2,1,0,1,1,1,2,3,1,64000,0,0,0.5
312820,3,1,2,0,64000,1,9,3,6,0,1,1,1,2,0,0,64000,99999,0,0.5
312820,3,1,2,0,64000,2,8,4,6,0,1,1,1,2,0,0,64000,99999,0,0.5
312820,3,1,2,0,64000,2,6,3,6,0,1,1,1,2,0,0,64000,99999,0,0.5
312820,3,1,2,0,64000,2,5,1,6,0,1,1,1,2,0,0,64000,99999,0,0.5
312820,3,1,2,0,64000,1,1,3,6,0,1,1,1,2,0,0,64000,99999,0,0.5
312820,3,1,2,0,64000,1,1,3,6,0,1,1,1,2,0,0,64000,99999,0,0.5
312826,4,1,0,0,61400,1,86,4,1,0,1,1,1,2,3,1,61400,0,0,0.5
312826,4,1,0,0,61400,2,92,1,1,0,1,1,1,2,3,1,61400,0,0,0.5
312827,1,2,0,600,21900,1,53,3,1,0,1,1,1,2,3,1,21900,0,0,0.5
312827,1,2,0,600,21900,2,50,4,1,0,1,1,1,2,1,2,21900,0,40,0.5
312828,4,1,0,0,31200,2,76,1,5,0,1,1,1,2,3,1,31200,0,0,0.5
312830,0,1,0,0,30200,1,60,4,1,0,1,1,1,1,3,1,30200,0,0,0.5
312830,0,1,0,0,30200,2,59,2,1,0,1,1,1,1,3,1,30200,0,0,0.5
312830,0,1,0,0,30200,1,17,2,6,0,1,1,1,1,1,2,30200,0,15,0.5
312831,0,2,0,350,42200,1,59,4,3,0,1,1,2,1,3,1,42200,0,0,0.5
312831,0,2,0,350,42200,1,30,2,4,0,1,1,2,1,1,2,42200,0,55,0.5
312832,3,1,0,0,25500,2,72,2,4,0,1,1,1,2,3,1,25500,0,0,0.5
312834,3,2,0,1500,50000,1,39,1,1,4,1,1,1,1,1,2,50000,0,40,0.5
312834,3,2,0,1500,50000,2,36,2,1,4,1,1,1,1,1,2,50000,0,40,0.5
312834,3,2,0,1500,50000,2,6,1,6,4,1,1,1,1,0,0,50000,99999,0,0.5
312834,3,2,0,1500,50000,2,0,4,6,4,1,1,1,1,0,0,50000,99999,0,0.5
312835,0,2,0,550,45200,2,31,4,4,0,1,1,1,2,3,1,5200,0,20,0.5
312835,0,2,0,550,45200,1,36,1,3,0,1,1,1,2,1,2,5200,0,40,0.5
312835,0,2,0,550,45200,1,2,4,6,0,1,1,1,2,0,0,5200,99999,0,0.5
312835,0,2,0,550,45200,1,14,2,6,0,1,1,1,2,0,0,5200,99999,0,0.5
312836,2,2,0,1500,87000,2,27,1,6,0,1,1,2,1,1,2,47000,0,8,0.5
312836,2,2,0,1500,87000,1,27,3,6,0,1,1,2,1,2,2,40000,0,50,0.5
312837,4,2,0,2100,103000,2,29,3,6,0,1,1,1,2,1,2,63000,0,40,0.5
312837,4,2,0,2100,103000,1,32,2,6,0,1,1,1,2,1,2,40000,0,45,0.5
312838,0,1,2,0,30000,1,57,1,4,0,1,1,1,2,1,2,30000,0,40,0.5
312839,0,1,1,0,53200,1,72,4,1,0,1,1,1,2,3,1,53200,0,0,0.5
312839,0,1,1,0,53200,2,64,3,1,0,1,1,1,2,3,1,53200,0,0,0.5
312840,1,1,0,0,43000,1,51,3,4,0,1,1,1,2,1,2,43000,0,40,0.5
312842,3,1,2,0,68200,2,34,3,6,0,1,1,1,2,1,2,68200,0,35,0.5
312842,3,1,2,0,68200,1,12,2,6,0,1,1,1,2,0,0,68200,99999,0,0.5
312843,3,1,2,0,62000,2,61,3,6,0,1,1,1,2,3,1,62000,0,0,0.5
312845,4,1,2,0,95300,1,67,2,6,0,1,1,2,1,3,1,15300,0,0,0.5
312846,1,1,2,0,68000,1,28,1,1,0,1,1,1,2,1,2,68000,0,40,0.5
312846,1,1,2,0,68000,2,27,3,1,0,1,1,1,2,1,2,68000,0,40,0.5
312846,1,1,2,0,68000,1,6,2,6,0,1,1,1,2,0,0,68000,99999,0,0.5
312846,1,1,2,0,68000,1,4,3,6,0,1,1,1,2,0,0,68000,99999,0,0.5
312851,0,1,2,0,24000,2,38,4,6,0,1,1,2,1,1,2,24000,0,40,0.5
312851,0,1,2,0,24000,1,21,3,6,0,1,1,2,1,3,1,24000,0,0,0.5
312851,0,1,2,0,24000,2,20,3,6,0,1,1,2,1,3,1,24000,0,0,0.5
312852,3,1,0,0,20000,2,76,4,1,0,1,1,1,2,3,1,20000,0,0,0.5
312852,3,1,0,0,20000,1,74,4,1,0,1,1,1,2,3,1,20000,0,0,0.5
312853,0,2,0,30,9000,2,21,4,6,0,1,1,2,1,1,2,9000,0,36,0.5
312853,0,2,0,30,9000,1,3,1,6,0,1,1,2,1,0,0,9000,99999,0,0.5
312853,0,2,0,30,9000,2,0,3,6,0,1,1,2,1,0,0,9000,99999,0,0.5
312854,3,2,0,1500,95000,1,37,4,2,0,1,2,1,1,1,2,15000,0,40,0.5
312855,3,1,2,0,29700,1,71,3,1,0,1,1,1,2,3,1,29700,0,24,0.5
